title	chapter	start_mm:ss	end_mm:ss	is_war_report	is_combat_scene	german_soldiers_depicted	shot_count	content	audio_transcription	filestem	episode	year	start	end	start_frame	end_frame
Die Deutsche Wochenschau Nr. 569 / 1941	2	03:47	04:54	True	False	False	19.0	2. Jugendliche bei Freiwilligenverbänden, Kopenhagen, Dänemark / Madrid, Spanien / Rom, Italien / Deutsches Reich, 1941 Abmarsch des 1. Bataillons des dänischen Freiwilligenkorps „Danmark“. Abfahrt in einem Personenzug im Bahnhof Kopenhagen. Abfahrt eines Transportes der „Blauen Division“ vom Bahnhof in Madrid; große Menschenmenge winkt ihnen zu. Der italienische Kronprinz Umberto II. verabschiedet Einheiten des italienischen Verbandes für die Ostfront. Besichtigung der Truppen und Vorbeimarsch. Marsch durch die Straßen von Rom und Abfahrt. Ankunft in Deutschland; Bevölkerung an den Gleisen.	Der Zustrom der europäischen Jugend zu den Fahnen des Kampfes gegen den Weltbolschewismus hält unvermindert an. Das erste Bataillon des dänischen Freiwilligenkorps Danmark wird nach Deutschland in Marsch gesetzt. Diese jungen Dänen werden Seite an Seite mit den deutschen Truppen und ihren Verbündeten kämpfen und so mithelfen, die Armeen des Bolschewismus zu vernichten. In Spanien, unter dem Jubel einer begeisterten Volksmenge, verlässt ein neuer Transport spanischer Freiwilliger Madrid. Diese Männer gehören zur blauen Division, die sich zum größten Teil aus nationalen Kämpfern des spanischen Bürgerkrieges zusammensetzt. Romprinz Umberto von Italien verabschiedet weitere Einheiten des italienischen Verbandes der von Duce zum Kampf gegen die Sowjets bereitgestellt wurde. Auf deutschem Boden, überall wird den verbündeten Truppen ein herzlicher Empfang bereitet.	569_1941	569	1941	227000.0	294000.0	5448.0	7056.0
Die Deutsche Wochenschau Nr. 569 / 1941	3	05:01	06:23	True	True	True	25.0	3. Deutsche Zerstörer vor der Murmanküste beim Angriff auf die Barentssee, Reichskommissariat Norwegen/Russische Sozialistische Föderative Sowjetrepublik, Sowjetunion, 1941 Kartentrick über Bewegungen deutscher Schiffe im Seekrieg bei Kirkenes von einem norwegischen Fjord aus. Einsatz deutscher Zerstörer in der Barentssee: Schiff in voller Fahrt; Matrosen sehen durch Fernrohre; Angriff auf sowjetische Vorpostenboote vor der Murmanküste. Artilleriebeschuss; Einschläge auf See. Vernichtung russischer Vorpostenboote: Matrosen sehen durch Scherenfernrohr und Fernstecher; brennende Boote in der Ferne. Weiterfahrt nach Osten.	Deutsche Zerstörer stoßen aus einem norwegischen Fjord in die Barentssee vor. Auf sowjetische Vorpostenboote vor der Murmannküste. Die feindlichen Boote werden durch Artilleriefeuer eingedeckt und im Verlauf dieses Gefechtes zum Sinken gebracht. So greift auch die deutsche Kriegsmarine in den Kampf gegen die Bolschewiken ein, um ihnen auch zur See schwere Schläge zu versetzen. Diese bolschewistischen Vorpostenboote werden ihren Einsatzhafen nicht wieder erreichen. Weiter geht die Fahrt nach Osten.	569_1941	569	1941	301000.0	383000.0	7224.0	9192.0
Die Deutsche Wochenschau Nr. 569 / 1941	4	06:27	07:52	True	True	True	11.0	4. Vormarsch deutscher Verbände an der finnisch-sowjetischen Grenze im Raum Salla, Finnland / Russische Sozialistische Föderative Sowjetrepublik, Sowjetunion, 1941 Schwieriger Vormarsch der deutschen Infanterie im sowjetisch-finnischen Grenzgebiet: Anlegen von Erd- und Steindämmen; mühsamer Transport von Nachschub auf Pferdewagen durch Wald- und Sumpfgelände. Panzer II fährt durch Schlammgelände. Artilleriebeschuss im Raum von Salla; schwere Feldhaubitze (15 cm sFH 18) wird abgefeuert; Detonationen auf der anderen Uferseite eines Flusses. Sturmgeschütz (StuG III) sichert den Übergang der Infanterie in Schlauchbooten. Einnahme des anderen Ufers. Weiterer Vormarsch der Infanterie.	Im hohen Norden des finnisch-sowjetischen Grenzgebietes stellen sich dem Vormarsch der verbündeten deutschen und finnischen Truppen fast unüberwindliche Geländeschwierigkeiten entgegen. Trotzdem wird es geschafft. Der Nachschub für die kämpfende Truppe muss sichergestellt werden. Im Raume von Salah sind neue heftige Kämpfe entbrannt. Artillerie unterstützt das schwierige Vordringen der Infanterie. Einer der vielen Flussläufe ist zu überwinden. Im Schutze der Artillerie hat ein Stoßdruck übergesetzt. Sturmgeschütze schieben sich dicht ans Ufer heran, um den Feuerschutz für die übersetzende Infanterie zu verstärken. Das andere Ufer ist gewonnen.	569_1941	569	1941	387000.0	472000.0	9288.0	11328.0
Die Deutsche Wochenschau Nr. 569 / 1941	5	08:19	11:24	True	True	True	41.0	5. Vormarsch deutscher Truppen in Bessarabien über den Dnjestr, Moldauische Sozialistische Sowjetrepublik, Sowjetunion, 1941 Karte zeigt Grenzverlauf zwischen Finnland und der Sowjetunion mit dem Schwarzen Meer. Vormarsch deutscher Infanterie in Bessarabien in Richtung der rumänisch-sowjetischen Grenze auf einem Waldweg. Deutsche Fahrzeugkolonne steht geparkt am Wegesrand; Wald wird nach versprengten sowjetischen Soldaten abgesucht. Artillerie im Einsatz: schwere Feldhaubitze wird geladen und mehrfach abgefeuert. Beobachtungspunkt und Nachrichtenstelle mit Funker, der an die Batterie übermittelt. Erneutes Abfeuern mehrerer schwerer Feldhaubitzen. Infanterieangriff im Feld. Sowjetische Soldaten ergeben sich mit erhobenen Händen, werden gefangengenommen und durchsucht. Beseitigung einer Baumsperre auf der Straße durch vorgehende Infanteristen. Übergang deutscher Infanterie über den Dnjestr in Sturm- und Schlauchbooten; gegenüberliegende Uferseite wird gleichzeitig von Panzerschützen unter Feuer genommen; der Dnjestr. Neuer Brückenkopf wird gebildet: wartender Stoßtrupp am Ufer; Pioniere tragen große Schwimmelemente und bauen eine Schwimmbrücke über den Dnjestr. Halbkettenfahrzeuge und Flugabwehrkanone (8,8 cm Flak) werden mit Fähren übergesetzt. Vorführung sowjetischer Gefangener.	Wie der Wehrmachtbericht wiederholt meldete, nehmen die Operationen an der gewaltigen Front vom Eismeer bis hinab zum Schwarzen Meer ihren planmäßigen Verlauf. In Bessarabien. Über die Vormarschstraßen ziehen immer neue Verbände der ehemaligen rumänisch-sowjetischen Grenze entgegen. Die riesigen Waldungen werden nach versprengten Bolschewiken abgesucht. Die Spitze ist auf Widerstand gestoßen. In dem unübersichtlichen Gelände haben sich stärkere Feindtrupps festgesetzt, um durch überfallartige nächtliche Angriffe den Nachschub zu gefährden. Artillerie wird eingesetzt. Sie soll den Angriff der Infanterie vorbereiten und unnötige Verluste ersparen helfen. Eine luftige und gut getarnte Beobachtungsstelle. Die Beobachtungen gehen durch Funkspruch an die Batterien. Der Feind ist zusammengeschossen. Die Infanterie geht zum Angriff über. Aus Wäldern, Sümpfen und Morasten kommen die Bolschewiken heraus. Ihr Widerstand ist gebrochen. Eine der typischen Baumsperren der Sowjets. Auf diese Weise wollten sie einzelfahrende Nachschubkolonnen zum Halten zwingen, um dann aus dem Hinterhalt über sie herzufallen. Vorruf der Niesta. Dieser Fluss, ein natürliches Hindernis im Zuge der von den Sowjets für unüberwindlich gehaltenen Stalinlinie, ist bereits an zahlreichen Stellen überschritten. Bahn zu flützen nehmen die feindlichen Stellungen jenseits des Niesta unter Feuer. Ein neuer Brückenkopf wird gebildet. Mit Floßsäcken und Sturmbooten geht es hinüber zum anderen Ufer, das von Stoßtrupps bereits genommen ist. Pioniere folgen dicht auf. In wenigen Stunden schaffen sie einen festen Übergang. Eine Leistung, die immer wieder zur Bewunderung zwingt. Schwere Waffen werden mit Fähren übergesetzt. Die Spitze hat sich inzwischen mehrere Kilometer weit ostwärts vorgekämpft und zahlreiche Gefangene gemacht.	569_1941	569	1941	499000.0	684000.0	11976.0	16416.0
Die Deutsche Wochenschau Nr. 569 / 1941	6	11:48	11:58	False	False	False	1.0	6. Jugendliche melden sich zur „Ukrainischen Nationalbewegung“, Ukrainische Sozialistische Sowjetrepublik, Sowjetunion, 1941 Ukrainische Jugend bei einer Freiwilligen-Meldestelle; Beamter an einem Tisch beim Ausfüllen von Papieren. Angetretene Personen in zivil. Marsch in Uniform mit Flaggen durch eine Ortschaft.	Für die besetzten Gebiete der Ukraine ist die Zeit der Roten Tyrannei vorbei. Überall strömt die Jugend zu den Meldestellen der ukrainischen Nationalbewegung.	569_1941	569	1941	708000.0	718000.0	16992.0	17232.0
Die Deutsche Wochenschau Nr. 569 / 1941	7	11:58	12:58	True	True	True	15.0	7. Ungarische und slowakische Truppen als „Bundesgenossen“ beim Vormarsch an der Ostfront, Ukrainische Sozialistische Sowjetrepublik, Sowjetunion, 1941 Ungarische Kavallerie und bespannte Einheiten auf dem Vormarsch nach Osten. Kräder werden über Eisenbahngeleise geschoben. Gesprengte Brücke; Brückentrümmer liegen in den Fluten eines Flusses. Behelfsbrücke aus Leiterwagen; Lkws beim Durchfahren der Fluten. Slowakische Truppen auf dem Vormarsch in der Ukraine: darunter Infanterie und bespannte Einheiten.	Überall strömt die Jugend zu den Meldestellen der ukrainischen Nationalbewegung. ... unserer Ungar-Bundesgenossen auf dem Vormarsch. Wie der Chef des Hornwet-Generalstabes meldete sind die ungarischen Truppen im Verlaufe schwerer Nachhutkämpfe weit nach Osten vorgestoßen. Bei ihrem Rückzug haben die Bolschewisten alle Brücken gesprengt. Schnell ist ein provisorischer Übergang geschaffen. Slowakische Truppen, Seite an Seite mit unseren Regimentern, stoßen sie immer weiter in die Ukraine vor.	569_1941	569	1941	718000.0	778000.0	17232.0	18672.0
Die Deutsche Wochenschau Nr. 569 / 1941	8	13:16	13:56	True	True	True	9.0	8. Deutsche Verbände beim Vormarsch mit der Überquerung des Dnjepr im Raum Kiew, Ukrainische Sozialistische Sowjetrepublik, Sowjetunion, 1941 Infanterie und StuG III beim Vorgehen auf Feldwegen, vorbei an Holzhütten. Verbände der Waffen-SS setzen mit Schlauchbooten über den Dnjepr. Deutsche Soldaten machen Rast im Uferbereich; Soldat trinkt aus Feldflasche.	Im Raume von Kiew. Auch hier warfen die Sowjets unseren Truppen immer neue Divisionen entgegen. Es gab schwere Kämpfe. Verbände der Waffen-SS haben in kühnem Ansturm den Jepa erreicht und den Übergang erzwungen. Mit Floßsäcken geht es über den Strom an dessen Ufern sich schwer befestigte Stellungen des tiefgewiderten sowjetischen Verteidigungssystems befinden. Sie wurden in erbitterten Kämpfen überwunden.	569_1941	569	1941	796000.0	836000.0	19104.0	20064.0
Die Deutsche Wochenschau Nr. 569 / 1941	9	14:32	18:00	True	True	True	47.0	9. Deutsche Truppen im Vormarsch und Angriff auf Polozk, Weißrussische Sozialistische Sowjetrepublik, Sowjetunion, 1941 Kartentrick: Vorstoß auf Polozk und Witebsk. Kavallerie auf dem Vormarsch. Infanterie im Kampf um ein Dorf vor Polozk. Ein leichtes Infanteriegeschütz (7,5 cm leIG 18) wird in Stellung gebracht. Maschinengewehr (MG)- und leichtes Artilleriefeuer. Feuernde leichte 2 cm Flak. Telefonleitungen werden von Pionieren durch ein Feld gelegt; Funker bei der Arbeit. Schweres Artilleriefeuer. Detonationen. Zwei Funker gehen im Schützengraben in Deckung. Feuernde Artilleriestellungen u.a. erbeutete sowjetische Haubitze (203 mm Haubitze M1931 B-4); Infanterie beim weiteren vorgehen. Zurückgelassene sowjetische Geschütze (76 mm Flugabwehrgeschütz M1938); ein gefallener sowjetischer Soldat. Das brennende Polozk mit der zerstörten Brücke. Infanterie geht über die Brückentrümmer in die Stadt vor. Einnahme des brennenden Polozk am 15.07.1941: Ruinen und Zerstörungen in der Stadt; verschiedene Fahrzeuge rollen durch die Straßen der Stadt. Körper liegt in den Trümmern eines Hauses.	Vorstoß nach Polosk und Wiedjebsk. Polosk und Wiedjebsk wurden von den Sowjets besonders zäh verteidigt. Erst nach schwerem Kämpfen gelang es, die Bolschewiken zu werfen. Sie hatten den deutschen Ansturm in stark befestigten Stellungen erwartet. Vor Polosk. Um jedes Bauernhaus, um fast jede Bodenerhebung, muss hart gekämpft werden. Sie bleiben mit den Truppenstäben stets verbunden. Artillerieunterstützung wird angefordert. Der deutsche Ansturm ist nicht aufzuhalten. Weit auseinandergezogen schreitet die Infanterie zum Sturm auf Polosk. Verlassene sowjetische Batteriestellungen. Die Bolschewisten lassen Polosk in einem Flammenmeer zurück. Über die zerstörten Brücken arbeiten sich die Schützen in die Stadt vor. Polosk hat aufgehört zu existieren. Die Stadt ist ein einziger Trümmerhaufen.	569_1941	569	1941	872000.0	1080000.0	20928.0	25920.0
Die Deutsche Wochenschau Nr. 569 / 1941	10	18:08	18:33	True	False	True	5.0	10. Deutsche Pioniere bauen eine Pontonbrücke über die Düna, Weißrussische Sozialistische Sowjetrepublik, Sowjetunion, 1941 Pioniere tragen Schwimmelemente vom Ufer zu Wasser. Soldaten in Badehose beim Tragen von Stahlträgern. Vermesser gibt Zeichen. Aufstellen eines Brückengerüstes über die Düna in Weißrussland.	Die bolschewistischen Mordbrenner folgten, als sie ihre Stellungen nicht mehr halten konnten auch hier den Befehl Stalins und legten alles in Schutt und Asche. Übergang über die Dünar. Die Pioniere, die Wegbereiter des Heeres über Flüsse und Ströme sind mit ihrem schweren Gerät sofort zur Stelle. In hartem, pausenlosem Einsatz ist die neue Brücke bald geschlagen.	569_1941	569	1941	1088000.0	1113000.0	26112.0	26712.0
Die Deutsche Wochenschau Nr. 569 / 1941	11	18:48	19:14	True	False	True	8.0	11. Rastpause der vorrückenden deutschen Verbände an der Ostfront, Weißrussische Sozialistische Sowjetrepublik, Sowjetunion, 1941 Deutsche Fahrzeugkolonne parkt am Wegesrand. Pferde im Lager werden gefüttert. Knödelzubereitung in der Feldküche. Ein Schwein vor der Schlachtung; der Körper wird gewaschen. Essende Soldaten.	Die vorrückenden Verbände halten inzwischen wohlverdienter Rast. Heute gibt's Knödel. Und hier die Beilage zu den Knödeln.	569_1941	569	1941	1128000.0	1154000.0	27072.0	27696.0
Die Deutsche Wochenschau Nr. 569 / 1941	12	19:45	22:08	True	True	True	31.0	12. Vormarsch deutscher Truppen auf Witebsk und in Richtung Smolensk, Weißrussische Sozialistische Sowjetrepublik, Sowjetunion, 1941 Kavallerie, bespannte Einheiten und Infanterie mit Fahrrädern beim Vorgehen über eine Behelfsbrücke. Kradschützen auf dem Vormarsch. Stoßtrupps gehen auf Draisinen zur Sicherung einer Eisenbahnlinie vor. Häuserkampf auf einem Gehöft. Kampf um eine sowjetische Bahnanlage, die als Bunkerstellung dient. Durch Sturzkampfflugzeug (Stuka)-Angriffe zerstörter Verschiebebahnhof: eingestürzte Halle, ausgebrannte Waggons und stark beschädigte Schienen. Eisenbahnpioniere reparieren die Gleisanlagen. Inbetriebnahme sowjetischer Lokomotive.	Das nächste Ziel ist Vychebsk. Um diese sowjetische Schlüsselstellung im Raume von Smolensk wird schwer gekämpft. Stoßtrupps gehen zur Sicherung einer Eisenbahnlinie vor. Links vor uns ein Gehöft, aus dem geschossen wurde. Kampf um eine Bahnanlage. Von einem Wasserturm aus, der in überraschendem Angriff genommen wurde, wird das Gelände weit beherrscht. Die Bolschewiken kommen aus ihren Verstecken heraus. Das ist die Arbeit unserer Stukas. Dieser große Verschiebebahnhof wurde völlig zertrümmert und fiel damit für die sowjetischen Truppentransporte aus. Deutsche Eisenbahnpioniere bringen die Schienenschutz sofort wieder in Ordnung, um unseren Nachschub sicherzustellen. Schienenweg, der für die Durchführung eines planmäßigen Nachschubs gerade im Ostfeldzug außerordentlich wichtig ist führt bis dicht hinter die Front. Wenige Kilometer vor Wittget. Die Bolschewiken sind inzwischen in erbitterten Kämpfen geworfen. Jetzt gilt es, den weichenden Kolonnen auf den Fersen zu bleiben.	569_1941	569	1941	1185000.0	1328000.0	28440.0	31872.0
Die Deutsche Wochenschau Nr. 569 / 1941	13	22:27	24:34	True	False	True	11.0	13. Deutsche Truppen am 09.07.1941 in der Stadt Witebsk und weiterer Vormarsch auf Wjasma, Weißrussische Sozialistische Sowjetrepublik, Sowjetunion, 1941 Deutscher Tross im Vormarsch: darunter bespannte Einheiten und Infanterie auf Fahrrädern. Brennende Häuser und Trümmer in der Stadt. Vorgehen von deutschen Verbänden: darunter Infanterie und bespannte Einheiten. Sowjetischer Gefangenenzug. Deutsche Soldaten marschieren in Richtung Wjasma; Lkws überholen die Kolonne. Montage mit vorgehenden Krädern, Panzerspähwagen (Sonderkraftfahrzeug Sd.Kfz. 222) und Halbkettenfahrzeug mit einer 8,8 cm Flak (unterlegt das Marschlied: „Gloria Victoria...“).	Wittjebsk. Auch diese Stadt wurde von den Bolschewisten zum größten Teil zerstört. So heißt es zum Beispiel im sowjetischen Wehrmachtbericht vom 23. Juli wörtlich. Wir hinterlassen bei unserem Rückzug überall dasselbe Bild. Verwüsten und ausgebrannte Städte und Dörfer. Zerstört von unseren Soldaten auf Befehl unseres Genossens Stalin. Die Deutschen, so fährt der bolschewistische Wehrmachtbericht fort, schildern in ihren Frontberichten wie die Russen Wittjebsk dem Boden gleich gemacht haben und wie sie diese Stadt in eine brennende Hölle verwandelten. Im Norden, in Karelien, stehen unübersehbare Waldgebiete in Flammen. Die Dörfer gleichen rauchigen, ausgebrannten Scheiterhaufen. Smolensk, an beiden Seiten des Dnieper, brennt immer noch. Die Hauptstadt Bessarabiens, Kischinev, existiert nicht mehr. So brüsten sich die Bolschewiken also selbst mit diesen Untaten, die nur ihre eigene Bevölkerung treffen. Nicht aber unsere siegreich vorstürmenden Divisionen. Endlos sind die Kolonnen der Gefangenen. Diese Armee sollte bewaffnet nach Berlin marschieren. Sie hätte Mitteleuropa in grauenvolles Elend und tiefste Not gestürzt wenn es nicht der deutschen Wehrmacht gelungen wäre dem bolschewistischen Stoß zuvor zu kommen und die Sowjets vernichtend zu schlagen. Unsere tapferen Soldaten marschieren immer weiter gen Osten. Auf dieser Straße geht es Vyazma entgegen.	569_1941	569	1941	1347000.0	1474000.0	32328.0	35376.0
Die Deutsche Wochenschau Nr. 569 / 1941	14	25:23	26:01	True	True	True	8.0	14. Deutsche Kampfflugzeuge bombardieren Waldungen um den Peipussee, Estnische Sozialistische Sowjetrepublik, Sowjetunion, 1941 Karte zeigt den sowjetischen Raum und das Baltikum mit dem Peipussee. Bomber (Heinkel He 111) auf Angriffsflug: Pilot im Cockpit, Blick durch Glaskanzel. Bombardierung des Waldgebietes um den Peipussee; Einschläge. Beschuss feindlicher Kolonnen mit Bordwaffen, fallende Bomben und Detonationen.	Aus dem Baltikum greifen deutsche Kampfgeschwader sowjetische Truppenverbände an die sich in den riesigen Waldungen rund um den Peipussee sammeln. Mitten ins Ziel. Auch diese Bahnanlage fällt für den sowjetischen Nachschub aus. Mit Mordwaffen auf feindliche Kolonnen.	569_1941	569	1941	1523000.0	1561000.0	36552.0	37464.0
Die Deutsche Wochenschau Nr. 569 / 1941	15	26:43	27:27	True	False	False	12.0	15. Zerstörungen in der Stadt Dorpat, Estnische Sozialistische Sowjetrepublik, Sowjetunion, 1941 Die Stadt Dorpat. Zerstörte Gebäude und Trümmer. Laut Sprechertext war die „Sowjetische Geheimpolizei GPU“ für Zerstörungen in der Stadt und die Ermordung von Einwohnern verantwortlich. Leichen werden nebeneinandergelegt. Reihen von nackten Körpern.	Unter uns Dorpat. Diese 900 Jahre alte Stadt hatte unter dem Terror der GPU-Mordbrenner besonders schwer zu leiden. Die unersetzlichen Kulturdenkmäler dieser uralten deutschen Siedlung im Osten sind in Trümmer gelegt. Die Wohnhäuser zum größten Teil völlig zerstört. Die GPU-Bestien wüteten auch hier unter der Bevölkerung in grausamster Weise. Täglich werden neue Opfer ihres teuflischen Blutrausches gefunden. Die Gesichter sind grässlich entstellt und nicht mehr wiederzuerkennen. Bevor man diese unschuldigen Menschen hinschlachtete wurden sie von den entmenschten jüdischen Henkersknechten auf das grauenvollste gefoltert und gemartert. Die ganze gesittelte Welt ist dem Führer und seinen tapferen Soldaten zu ewigem Dank verpflichtet dass dieses bolschewistische Untermenschentum in letzter Stunde unschädlich gemacht wird.	569_1941	569	1941	1603000.0	1647000.0	38472.0	39528.0
Die Deutsche Wochenschau Nr. 569 / 1941	16	27:31	30:33	True	True	True	32.0	16. Verbände der Waffen-SS auf dem Vormarsch nordöstlich des Peipussees im Raum Pskow, Russische Sozialistische Föderative Sowjetrepublik, Sowjetunion, 1941 Infanterie der Waffen-SS beim Vorstoß. MG-Feuer und Abfeuern einer leichten Feldhaubitze (10,5 cm leFH 18) und leichtes Infanteriegeschütz auf einem Wiesengelände. Sowjetische Soldaten gehen in Gefangenschaft; auf einem Sammelplatz. Weiteres Vorrücken der Vorausabteilung der Waffen-SS nach Osten. Brennendes Gehöft. Waffen-SS auf Krädern. Einsatz mehrerer leichten Feldhaubitzen bei Pskow. Feuernde Granatwerfer. Brennende Dörfer. Waffen-SS mit einem gefangenen sowjetischen Offizier. Sowjetische Gefangene werden vor einem Panzerkampfwagen einer Aufklärungsabteilung hergetrieben. Einzelne Gefangener. Einsatzbesprechung der Waffen-SS. Tross der nachfolgenden Division auf einer Landstraße; Fernkampfbatterien feuern aus Feldern seitlich der Straße. Brennende Gehöfte und Panzerwracks. Vorgehende deutsche Infanterie überwindet ein Wasserhindernis; Kräder und Panzer fahren durch ein brennendes Dorf.	Nordostwärts des Paipussees stoßen Verbände der Waffen-SS in nordostwärtiger Richtung vor. Die tiefgeglierten Befestigungsanlagen der Stalin-Linie sperren immer wieder den Weg. Im planmäßigen Zusammenwirken werden die einzelnen Stellungen aufgerollt und die Straßen freigekämpft. Nach zähem Widerstand kommen die Sowjets aus ihren Schutzlöchern, MG-Nestern und Bunkern heraus. Nach allen Seiten sichernd rückt die Vorausabteilung weiter nach Osten vor. Artillerieeinsatz ostwärts vom Pleskau. Jedes Dorf wird heiß umkämpft. Zwischen den einzelnen Gehöften haben die Sowjets schwere Bunker errichtet, die als Bauernhäuser getarnt sind. Viele Stunden lang zogen sich diese erbitterten Kämpfe hin, die hier nur in kurzen Ausschnitten gezeigt werden können. Eine Aufklärungsabteilung, die weit nach Osten vorstieß, hat Gefangene gemacht und bringt sie zurück. Die Vorausabteilung hat den Weg freigekämpft. Die Division folgt. Diese Batterien nehmen entferntere Ziele unter Feuer. Brennende Gehöfte kennzeichnen wie überall den Rückzugsweg der Bolschewisten.	569_1941	569	1941	1651000.0	1833000.0	39624.0	43992.0
Die Deutsche Wochenschau Nr. 569 / 1941	17	30:33	32:55	True	True	True	18.0	17. Deutsche Kampfgeschwader beim ersten Luftangriff am 21.07.1941 auf Moskau, Russische Sozialistische Föderative Sowjetrepublik, Sowjetunion, 1941 Start von Bombern (He 111) zum Luftangriff auf sowjetische Verkehrswege und Rüstungsindustrieanlagen. Bomber im Formationsflug. Nächtlicher Bombenangriff auf Moskau: Detonationen und Brände in der Tiefe. Flakscheinwerfer leuchten. Großfeuer in Moskau.	Brennende Gehöfte kennzeichnen wie überall den Rückzugsweg der Bolschewisten. Deutsche Kampfgeschwader starten zum ersten Luftangriff auf Moskau. Wie der Wehrmachtbericht vom 22. Juli meldete griff die deutsche Luftwaffe als Vergeltung für die bolschewistischen Luftangriffe auf die offenen Hauptstädte Bukarest und Helsinki mit starken Verbänden die militärischen Anlagen des bolschewistischen Verkehrs- und Rüstungszentrums an. Die Sowjets meldeten, dass nur ein deutsches Flugzeug die Flaksperre durchbrochen und Moskau erreicht habe. Der einzige Schaden sei ein Bombenkrater vor der amerikanischen Botschaft. Und hier die Wirklichkeit. Die ersten Bomben haben bereits gesessen. Unter uns Einschlag neben Einschlag. Weit ausgedehnte Brände im Moskwa-Bogen kennzeichnen die Angriffe der ersten Maschinen. Großfeuer im Bereich des Kreml. Die Rote Hochburg hat zum ersten Male die vernichtende Schlagkraft der deutschen Luftwaffe zu spüren bekommen.	569_1941	569	1941	1833000.0	1975000.0	43992.0	47400.0
Die Deutsche Wochenschau Nr. 570 / 1941	1	00:52	01:27	True	False	True	10.0	1. Hitler besucht deutsche Truppen der Heeresgruppe Nord, Ukrainische Sozialistische Sowjetrepublik, Sowjetunion, 1941 Ankunft Adolf Hitlers auf einem Feldflugplatz; Begrüßung durch Generalfeldmarschall Wilhelm Keitel. Hitler besteigt Pkw; Fahrt in Fahrzeugkolonne vorbei an zerstörtem Kriegsgerät. Angetretene Soldaten entlang der Straße grüßen Hitler. Lagebesprechung im Hauptquartier der Heeresgruppe Nord mit Generalfeldmarschall Wilhelm Ritter von Leeb am Kartentisch. Abfahrt mit jubelnden Soldaten.	Empfehlshaber bei seinen Truppen im Osten. Bei einer Heeresgruppe.	570_1941	570	1941	52000.0	87000.0	1300.0	2175.0
Die Deutsche Wochenschau Nr. 570 / 1941	2	02:15	03:11	True	False	False	26.0	2. Europäische Freiwilligenverbände für die Ostfront, Amsterdam, Reichskommissariat Niederlande / Zagreb, Kroatien / Italien, 1941 Holländische Freiwillige in zivil marschieren durch die Straßen von Amsterdam. Erster Sammeltransport: Verabschiedung auf dem Bahnhof und Abfahrt nach Deutschland; winkende Leute am Bahnsteig. Kroatische freiwillige Truppen marschieren durch Zagreb. Kroatischer Marschall Slavko Kvaternik schreitet auf dem Bahnsteig die Front der angetretenen Soldaten ab. Verabschiedung und Ausfahrt des Zuges. Ein Truppentransport mit italienischen Soldaten für die Ostfront verlässt einen Bahnhof in Italien; Menschenmenge jubelt dem Personenzug zu.	Die Zahl der Freiwilligen zum Kampf gegen den Weltbolschewismus ist in allen Ländern Europas ständig im Wachsen. Der erste Sammeltransport junger holländischer Freiwilliger wird nach Deutschland in Marsch gesetzt. Die Wünsche der holländischen Bevölkerung begleiten sie auf ihrem Weg zum Kampf gegen die Sowjets. Kroatische Verbände. Auch dieser jüngste Staat Europas schickt seine Söhne an die Front zum Freiheitskampf gegen den bolschewistischen Weltfeind. Der kroatische Marschall Kvaternik verabschiedet die Männer. Ein weiterer Transport italienischer Truppen, die vom Duce für den Kampf im Osten bereitgestellt wurden, verlässt unter dem Jubel einer begeisterten Menge Italien.	570_1941	570	1941	135000.0	191000.0	3375.0	4775.0
Die Deutsche Wochenschau Nr. 570 / 1941	3	03:18	04:01	True	True	True	15.0	3. Deutsche Truppen beim Vorstoß im sowjetisch-finnischen Grenzgebiet von Salla, Finnland / Russische Sozialistische Föderative Sowjetrepublik, Sowjetunion, 1941 Karte zeigt Frontverlauf zwischen Finnland und der Sowjetunion und hebt Salla sowie Kirkenes im Norden der Ostfront hervor. Vormarsch deutscher Soldaten im Raum Salla: Tross auf einer Landstraße und Infanterie in felsigem Gelände. Schwere Feldhaubitzen (15 cm sFH 18) gegen Feldbefestigungen: Laden und Abfeuern der Geschütze; leichtes Infanteriegeschütz (7,5 cm leIG 18) im Gefecht.	Im Norden der gewaltigen Ostfront, an der die größte Schlacht tobt, die die Weltgeschichte je gesehen hat. Auf beiden Seiten sind riesige Truppenmassen und ungeheure Mengen von Kriegsmaterial eingesetzt. Über allem aber steht die einzigartige Leistung des deutschen Soldaten. Seine Tapferkeit und seine Härte im Marschieren wie im Kämpfen. In den ersten sechs Wochen des großen Kampfes vollbrachte er und Seite an Seite mit ihm die Truppen der verbündeten Nationen überragende Leistungen. Vorstoß im Raume von Salah. Wo sowjetische Feldbefestigungen den Weg sperren, greifen schwere Infanteriewaffen und Artillerie ein, um das Vorgehen der Infanterie zu unterstützen.	570_1941	570	1941	198000.0	241000.0	4950.0	6025.0
