episode	year	filestem	length	fps	frames	title	url_bundesarchiv	keywords	has_transcription	has_chapters
555	1941	555_1941	2049.0	24.0	49191.0	Die Deutsche Wochenschau Nr. 555 / 1941	https://digitaler-lesesaal.bundesarchiv.de/video/11922	Fallschirmjäger Serbischer Kriegsgefangener Kradschützentruppe Feldhaubitze Kriegsschaden Artillerie Pionier / Militär Miliz Schwimmbrücke unbekannt Flugabwehrgeschütz Luftaufklärung Führerhauptquartier Ju 87 Panzerkampfwagen II Ju 88 Sturmgeschütz III Balkanfeldzug / 1941 Zweiter Weltkrieg Freizeitgestaltung Afrikafeldzug / 1940-1943 Halbkettenfahrzeug Panzerkampfwagen IV Britischer Kriegsgefangener Luftangriff Kriegsopfer Kriegerische Besetzung Kampfeinsatz Antisemitismus Kapitulation MG 34 Panzertruppe Militärkapelle Panzerabwehrkanone	True	True
556	1941	556_1941	1779.0	24.0	42702.0	Die Deutsche Wochenschau Nr. 556 / 1941	https://digitaler-lesesaal.bundesarchiv.de/video/11923	Panzer Panzerspähwagen Serbischer Kriegsgefangener Kradschützentruppe Feldhaubitze Kriegsschaden Pionier / Militär Fieseler-Storch Gebirgsjäger Julikrise Propagandakompanie unbekannt Bf 110 Flugabwehrgeschütz Führerhauptquartier Akropolis Ju 87 Panzerkampfwagen II Eisernes Kreuz Balkanfeldzug / 1941 Zweiter Weltkrieg Afrikafeldzug / 1940-1943 Schiffsversenkung Brückenbau Luftangriff Kriegsopfer Kormoran / Schiff, 1938-1941 Kriegerische Besetzung Atlantikkrieg / 1940-1945 Kampfeinsatz Ju 52/3m Flak 8,8 cm VW-Kübelwagen Panzerabwehrkanone	True	True
557	1941	557_1941	693.0	25.0	17338.0	Die Deutsche Wochenschau Nr. 557 / 1941	https://digitaler-lesesaal.bundesarchiv.de/video/5341	Fallschirmjäger Kriegsbeute Kradschützentruppe Kriegsschaden Artillerie Schwimmbrücke unbekannt Bf 110 Flugabwehrgeschütz Transportschiff Führerhauptquartier Akropolis Ju 87 Panzerkampfwagen II Erster Mai Balkanfeldzug / 1941 Hawker Hurricane Afrikafeldzug / 1940-1943 Schiffsversenkung Unterseeboot Luftangriff Belagerung von Tobruk Kriegsopfer Gneisenau / Schiff, 1936-1945 Atlantikkrieg / 1940-1945 Drittes Reich Scharnhorst / Schiff, 1936-1943 Preis / Auszeichnung	True	True
558	1941	558_1941	1277.0	25.0	31934.0	Die Deutsche Wochenschau Nr. 558 / 1941	https://digitaler-lesesaal.bundesarchiv.de/video/11201	Panzerspähwagen Kradschützentruppe Panzerkampfwagen I Feldhaubitze Juden Kriegsschaden Pionier / Militär Behelfsbrücke unbekannt Bf 110 Flugabwehrgeschütz Transportschiff Akropolis Ju 87 Balkanfeldzug / 1941 Afrikafeldzug / 1940-1943 Zwangsarbeit Halbkettenfahrzeug Schiffsversenkung Brückenbau Zerstörer Luftangriff Belagerung von Tobruk Kriegsopfer He 111 Drittes Reich Luftschlacht um England	True	True
559	1941	559_1941	1285.0	24.0	30858.0	Die Deutsche Wochenschau Nr. 559 / 1941	https://digitaler-lesesaal.bundesarchiv.de/video/5342	Serbischer Kriegsgefangener Torpedo Kradschützentruppe Flugzeugabschuss Juden Rüstung Militärausbildung Indischer Kriegsgefangener Küstenartillerie Ritterkreuz des Eisernen Kreuzes Gebirgsjäger Kriegsgefangenenlager Flugzeugbau Eisenbahngeschütz Flugabwehrgeschütz Transportschiff Ju 88 Zweiter Weltkrieg Hawker Hurricane Luftwaffe Segelschiff Britischer Kriegsgefangener Munitionsindustrie Bf 109 Drittes Reich Bootsbau Minensuchboot Luftschlacht um England Schnellboot Blenheim / Flugzeug	True	True
560	1941	560_1941	1651.0	24.0	39635.0	Die Deutsche Wochenschau Nr. 560 / 1941	https://digitaler-lesesaal.bundesarchiv.de/video/5343	Fußball Schlachtschiff Fallschirmjäger Reitschule Panzerspähwagen Kriegsbeute Artillerie Flugabwehr Ritterkreuz des Eisernen Kreuzes Matrose Gefecht Propagandakompanie Maschinenpistole Waldbrand Pferd unbekannt Bf 110 Auszeichnung Transportschiff Balkanfeldzug / 1941 Zweiter Weltkrieg Afrikafeldzug / 1940-1943 Griechischer Kriegsgefangener Japanisch-Chinesischer Krieg / 1937-1945 Brandbekämpfung Schiffsversenkung Britischer Kriegsgefangener Luftangriff Handgranate Bombenflugzeug He 111 Drittes Reich Kampfeinsatz Langstreckenlauf MG 34 Ju 52/3m Parabellum Sprint Militärkapelle Maschinengewehr Unterseeboot Typ IX	True	True
561	1941	561_1941	1717.0	24.0	41219.0	Die Deutsche Wochenschau Nr. 561 / 1941	https://digitaler-lesesaal.bundesarchiv.de/video/11924	Fallschirmjäger Panzer Feldhaubitze Kriegszerstörung Artillerie Schiffsartillerie Fieseler-Storch Gebirgsjäger Propagandakompanie Bf 110 Flugabwehrgeschütz Transportschiff Ju 87 Übertragungswagen Balkanfeldzug / 1941 Geleitzug Zweiter Weltkrieg Afrikafeldzug / 1940-1943 Schiffsversenkung Zerstörer Britischer Kriegsgefangener Luftangriff Belagerung von Tobruk Atlantikkrieg / 1940-1945 Drittes Reich Geleitzug HX 84 Eroberung von Kreta / 1941 Admiral Scheer / Schiff Ju 52/3m Ar 196	True	True
562	1941	562_1941	1640.0	25.0	41001.0	Die Deutsche Wochenschau Nr. 562 / 1941	https://digitaler-lesesaal.bundesarchiv.de/video/5344	Gebirgstruppe Fallschirmjäger Panzerspähwagen Kriegsbeute Fernmeldetruppe Do 17 Kriegszerstörung Artillerie Pionier / Militär Küstenartillerie Gebirgsjäger Verschrottung Bf 110 Flugabwehrgeschütz Auszeichnung Staatsbesuch Ju 87 Ju 88 Eisernes Kreuz Freizeitgestaltung Balkanfeldzug / 1941 Geleitzug Zweiter Weltkrieg Versorgung Afrikafeldzug / 1940-1943 S.M. 79 Sparviero Leitungsbau Britischer Kriegsgefangener Luftangriff Bf 109 FW 190 Atlantikkrieg / 1940-1945 Drittes Reich Kampfeinsatz Eroberung von Kreta / 1941 Luftschlacht um England MG 34 Soldatenfriedhof Ju 52/3m Flak 8,8 cm Militärkapelle Flugplatz Schlacht von Dünkirchen / 1940	True	True
563	1941	563_1941	1478.0	25.0	36952.0	Die Deutsche Wochenschau Nr. 563 / 1941	https://digitaler-lesesaal.bundesarchiv.de/video/5345	Panzerspähwagen Kinderlandverschickung Landungsfahrzeug Gleisbau Artillerie Parade Schiffsartillerie Gebirgsjäger unbekannt Flugabwehrgeschütz Panzerkampfwagen II Balkanfeldzug / 1941 Zweiter Weltkrieg Afrikafeldzug / 1940-1943 Handelsschiff Japanisch-Chinesischer Krieg / 1937-1945 Halbkettenfahrzeug Schiffsversenkung Brückenbau Pinguin / Schiff, 1936-1941 Britischer Kriegsgefangener Luftangriff Belagerung von Tobruk Atlantikkrieg / 1940-1945 Drittes Reich Eroberung von Kreta / 1941 Admiral Scheer / Schiff	True	True
564	1941	564_1941	1646.0	24.0	39514.0	Die Deutsche Wochenschau Nr. 564 / 1941	https://digitaler-lesesaal.bundesarchiv.de/video/5346	Verunglimpfung Fußball Russlandfeldzug / 1941-1945 Kradschützentruppe Proklamation Artillerie Pionier / Militär Flugabwehrgeschütz Auszeichnung Ju 87 Flammenwerfer Afrikafeldzug / 1940-1943 Dreimächtepakt Schiffsversenkung Nährwert Britischer Kriegsgefangener Luftangriff Belagerung von Tobruk Getreideverarbeitung Russischer Kriegsgefangener He 111 Drittes Reich Kriegseintritt Kampfeinsatz Antisemitismus Staatsakt Ju 52/3m Flak 8,8 cm Panzerabwehrkanone	True	True
565	1941	565_1941	2384.0	24.0	57238.0	Die Deutsche Wochenschau Nr. 565 / 1941	https://digitaler-lesesaal.bundesarchiv.de/video/5347	Russlandfeldzug / 1941-1945 Panzerspähwagen Kriegsbeute Fortsetzungskrieg Renault FT-17 Kradschützentruppe Kesselschlacht bei Białystok und Minsk Granatwerfer T 34 Panzerkampfwagen I Feldhaubitze Kriegszerstörung Artillerie SdKfz 251 Propagandakompanie Maschinenpistole Eisenbahngeschütz unbekannt Flugabwehrgeschütz Ju 87 Panzerkampfwagen II Schützenpanzerwagen Sturmgeschütz III Brandbekämpfung Halbkettenfahrzeug Panzerkampfwagen IV Geschwader Luftangriff Truppentransport Kriegsopfer Russischer Kriegsgefangener He 111 Kampfeinsatz MG 34 Flak 8,8 cm Panzertruppe Panzerabwehrkanone Finnisch-sowjetischer Winterkrieg	True	True
566	1941	566_1941	1978.0	25.0	49460.0	Die Deutsche Wochenschau Nr. 566 / 1941	https://digitaler-lesesaal.bundesarchiv.de/video/5348	Verunglimpfung Russlandfeldzug / 1941-1945 Panzerspähwagen Kradschützentruppe T 34 Feldhaubitze Juden Kavallerie Kriegszerstörung Artillerie Gebirgsjäger Opfer / Religion unbekannt Judenviertel Bf 110 Flugabwehrgeschütz Misshandlung Ju 87 Flugzeugabsturz Halbkettenfahrzeug Panzerkampfwagen IV Geschwader Kriegsopfer Luftbildkartierung Fotolabor Politische Verfolgung Flak 8,8 cm Sturmgeschütz Antikommunismus Kriegsbeute Granatwerfer Pionier / Militär Luftkampf Propagandakompanie Panzerkampfwagen II Flammenwerfer HS 123 Luftangriff Truppentransport Synagoge Luftbildauswertung Militärischer Einsatz Russischer Kriegsgefangener He 111 Kampfeinsatz Antisemitismus Fahrzeugkolonne Panzerabwehrkanone	True	True
567	1941	567_1941	2360.0	24.0	56650.0	Die Deutsche Wochenschau Nr. 567 / 1941	https://digitaler-lesesaal.bundesarchiv.de/video/5349	Verunglimpfung Russlandfeldzug / 1941-1945 Panzerspähwagen Kradschützentruppe Kesselschlacht bei Białystok und Minsk Stalinismus T 34 Feldhaubitze Kollaborateur Kriegszerstörung Artillerie Judenverfolgung Maschinenpistole Opfer / Religion unbekannt Ponton Flugabwehrgeschütz Misshandlung Ju 87 Halbkettenfahrzeug Panzerkampfwagen IV Brückenbau Geschwader Kriegsopfer Bombenflugzeug T 26 Politische Verfolgung Flak 8,8 cm Granatwerfer Antikommunist Luftkampf Freiwilliger Propagandakompanie Erholungspause Panzerkampfwagen II Sturmgeschütz III Versorgung Zwangsarbeit Schiffsversenkung KV-1 Luftangriff Truppentransport Bf 109 KV-2 Handgranate Russischer Kriegsgefangener He 111 Kampfeinsatz Pogrom Antisemitismus MG 34 Panzertruppe Judenvernichtung Panzerabwehrkanone	True	True
568	1941	568_1941	2286.0	25.0	57160.0	Die Deutsche Wochenschau Nr. 568 / 1941	https://digitaler-lesesaal.bundesarchiv.de/video/5350	Verunglimpfung Russlandfeldzug / 1941-1945 Panzerspähwagen Fortsetzungskrieg Kradschützentruppe T 34 Feldhaubitze Kollaborateur Kavallerie Kriegszerstörung Artillerie Schlacht bei Smolensk / 1941 Judenverfolgung Kriegsgefangenenlager Opfer / Religion unbekannt Flugabwehrgeschütz Spendenaufruf Ju 87 Ju 88 Zweiter Weltkrieg Exhumierung Halbkettenfahrzeug Panzerkampfwagen IV Geschwader Kriegsopfer Bombenflugzeug Drittes Reich Eroberung von Kreta / 1941 Politische Verfolgung Flak 8,8 cm Fallschirmjäger Granatwerfer Pionier / Militär Luftkampf Freiwilliger Panzerzug Erholungspause Kabelverlegung Sturmgeschütz III Wollverarbeitung Weberei Zwangsarbeit Luftangriff Truppentransport Bf 109 Russischer Kriegsgefangener Kampfeinsatz Antisemitismus MG 34 Fahrzeugkolonne Panzerabwehrkanone	True	True
569	1941	569_1941	2017.0	24.0	48413.0	Die Deutsche Wochenschau Nr. 569 / 1941	https://digitaler-lesesaal.bundesarchiv.de/video/5351	Verunglimpfung Russlandfeldzug / 1941-1945 Panzerspähwagen Kriegsbeute Fortsetzungskrieg Kradschützentruppe Granatwerfer Feldhaubitze Kollaborateur Kavallerie Kriegszerstörung Artillerie Funker Pionier / Militär Schiffsartillerie Freiwilliger Kriegsgefangenenlager Erholungspause Opfer / Religion Flugabwehrgeschütz Kabelverlegung Staatsbesuch Panzerkampfwagen II Sturmgeschütz III Zweiter Weltkrieg Ritterkreuzträger Halbkettenfahrzeug Schiffsversenkung Geschwader Luftangriff Kriegsopfer Feldküche Flussüberquerung Russischer Kriegsgefangener He 111 Kampfeinsatz Eroberung von Kreta / 1941 MG 34 Flak 8,8 cm Fahrzeugkolonne Panzerabwehrkanone	True	True
570	1941	570_1941	1232.0	25.0	30801.0	Die Deutsche Wochenschau Nr. 570 / 1941	https://digitaler-lesesaal.bundesarchiv.de/video/5352	Verunglimpfung Sanitäter Deportation Russlandfeldzug / 1941-1945 Kriegsbeute Kradschützentruppe Verelendung Flugzeugabschuss Feldhaubitze Kollaborateur Kavallerie Kriegszerstörung Artillerie Pionier / Militär Luftkampf Mark V Fieseler-Storch Judenverfolgung Gebirgsjäger Kriegsgefangenenlager Opfer / Religion Flugabwehrgeschütz Kabelverlegung Zweiter Weltkrieg Panzerkampfwagen 38 Zwangsarbeit Brückenbau Geschwader Luftangriff Kriegsopfer Bf 109 MiG 3 Bombenflugzeug Russischer Kriegsgefangener Il 4 He 111 T 26 Slum Kampfeinsatz Antisemitismus MG 34 Fahrzeugkolonne Judenvernichtung Panzerabwehrkanone	True	True
571	1941	571_1941	648.0	25.0	16218.0	Die Deutsche Wochenschau Nr. 571 / 1941	https://digitaler-lesesaal.bundesarchiv.de/video/5353	Verunglimpfung Sanitäter Russlandfeldzug / 1941-1945 Kriegsbeute Verelendung Flugzeugabschuss Granatwerfer Feldhaubitze Kollaborateur Erdölraffinerie Kriegszerstörung Artillerie Kriegsbeschädigter Ritterkreuz des Eisernen Kreuzes Schwimmbrücke Kriegsgefangenenlager Opfer / Religion Bf 110 Flugabwehrgeschütz Auszeichnung Panzerkampfwagen II Sturmgeschütz III Exhumierung Versorgung Sturmboot Panzerkampfwagen IV Brückenbau Geschwader Erster Weltkrieg Luftangriff Russischer Kriegsgefangener He 111 Drittes Reich T 26 Kampfeinsatz Ju 52/3m Flak 8,8 cm Fahrzeugkolonne Panzerabwehrkanone Antikommunismus	True	True
572	1941	572_1941	1955.0	24.0	46920.0	Die Deutsche Wochenschau Nr. 572 / 1941	https://digitaler-lesesaal.bundesarchiv.de/video/5354	Verunglimpfung Sanitäter Russlandfeldzug / 1941-1945 Panzerspähwagen Kriegsbeute Brückenkopf Flugzeugabschuss T 34 Feldhaubitze Kollaborateur Kavallerie Kriegszerstörung Artillerie Pionier / Militär Eisenbahnanlage Propagandakompanie Kriegsgefangenenlager Maschinenpistole Opfer / Religion Waldbrand unbekannt Flugabwehrgeschütz Zweiter Weltkrieg Panzerkampfwagen 38 Hochzeitsritus Versorgung Sturmboot Halbkettenfahrzeug Hilfsorganisation Panzerkampfwagen IV Geschwader Luftangriff Russischer Kriegsgefangener He 111 Drittes Reich Kampfeinsatz MG 34 Flak 8,8 cm Fahrzeugkolonne Panzerabwehrkanone Sturmgeschütz	True	True
573	1941	573_1941	671.0	25.0	16785.0	Die Deutsche Wochenschau Nr. 573 / 1941	https://digitaler-lesesaal.bundesarchiv.de/video/5355	Verunglimpfung Russlandfeldzug / 1941-1945 Flugzeugabschuss Feldhaubitze Kavallerie Kriegszerstörung Artillerie Pionier / Militär Fieseler-Storch Kriegsgefangenenlager unbekannt Flugmotor Braunbär Flugabwehrgeschütz Ju 87 Ju 88 Panzerkampfwagen 38 Panzerkampfwagen IV Werft KV-1 Geschwader Luftangriff Kriegsopfer Fluggerätmechaniker Handgranate Russischer Kriegsgefangener Kampfeinsatz MG 34 Ju 52/3m Fahrzeugkolonne Panzerabwehrkanone Sturmgeschütz	True	True
574	1941	574_1941	1920.0	25.0	48001.0	Die Deutsche Wochenschau Nr. 574 / 1941	https://digitaler-lesesaal.bundesarchiv.de/video/5356	Verunglimpfung Sanitäter Schiffbau Russlandfeldzug / 1941-1945 Panzerspähwagen Kriegsbeute Stapellauf Verelendung Granatwerfer Feldhaubitze Kriegszerstörung Artillerie Pionier / Militär Ritterkreuz des Eisernen Kreuzes Eisernes Kreuz 2. Klasse Flugabwehrgeschütz Auszeichnung Staatsbesuch Führerhauptquartier Flammenwerfer Ju 88 Zweiter Weltkrieg Besichtigung Halbkettenfahrzeug Unterseeboot Typ VII Lagebericht Luftangriff Russischer Kriegsgefangener Drittes Reich Kampfeinsatz MG 34 Ju 52/3m Fahrzeugkolonne Panzerabwehrkanone Unterseeboot Typ IX Lazarett	True	True
575	1941	575_1941	1936.0	24.0	46475.0	Die Deutsche Wochenschau Nr. 575 / 1941	https://digitaler-lesesaal.bundesarchiv.de/video/5357	Verunglimpfung Sanitäter Fesselballon Russlandfeldzug / 1941-1945 Verelendung Granatwerfer Kriegsschiff Feldhaubitze Kollaborateur Kavallerie Kriegszerstörung Artillerie Pionier / Militär Flugabwehrgeschütz Auszeichnung Führerhauptquartier Ju 87 Panzerkampfwagen II Flammenwerfer Freizeitgestaltung Zweiter Weltkrieg Minenabwehr Afrikafeldzug / 1940-1943 Sturmboot Panzerkampfwagen IV Brückenbau Eisenerzbergbau Luftangriff Russischer Kriegsgefangener Drittes Reich Kampfeinsatz Fahrzeugkolonne Panzerabwehrkanone Ritterkreuz des Eisernen Kreuzes mit Eichenlaub	True	True
576	1941	576_1941	1857.0	25.0	46433.0	Die Deutsche Wochenschau Nr. 576 / 1941	https://digitaler-lesesaal.bundesarchiv.de/video/5358	Verunglimpfung Fesselballon Rastplatz Russlandfeldzug / 1941-1945 Kradschützentruppe Fernmeldetruppe Verpflegung Feldhaubitze Kollaborateur Kavallerie Kriegszerstörung Artillerie Pionier / Militär Gebirgsjäger Panzerzug Erdöllagerstätte unbekannt Flugabwehrgeschütz Rundfunk Staatsbesuch Führerhauptquartier Panzerkampfwagen II Flammenwerfer Ju 88 Zweiter Weltkrieg Fleischversorgung Straßenbau Militärmarsch Gebietsreform Minenabwehr Pferdepfleger Schokolade Sturmboot Panzerkampfwagen IV Brückenbau Ersatzteilversorgung Eisenerzbergbau Luftangriff Kriegsopfer Russischer Kriegsgefangener Drittes Reich Kampfeinsatz Ju 52/3m Flak 8,8 cm Fahrzeugkolonne Panzerabwehrkanone Sturmgeschütz	True	True
577	1941	577_1941	1957.0	24.0	46975.0	Die Deutsche Wochenschau Nr. 577 / 1941	https://digitaler-lesesaal.bundesarchiv.de/video/5359	Russlandfeldzug / 1941-1945 Kradschützentruppe Seemine Feldhaubitze Kavallerie Kriegszerstörung Artillerie Pionier / Militär Fieseler-Storch Kesselschlacht Flugabwehrgeschütz Ju 87 Flammenwerfer Panzerkampfwagen 38 Sturmboot Panzerkampfwagen IV KV-1 Luftangriff Russischer Kriegsgefangener He 111 Drittes Reich T 26 Kampfeinsatz MG 34 Fahrzeugkolonne Panzerabwehrkanone Sturmgeschütz	True	True
578	1941	578_1941	1850.0	25.0	46251.0	Die Deutsche Wochenschau Nr. 578 / 1941	https://digitaler-lesesaal.bundesarchiv.de/video/5360	Verunglimpfung Russlandfeldzug / 1941-1945 Kriegsbeute Kradschützentruppe Feldhaubitze Kavallerie Kriegszerstörung Artillerie Propagandakompanie Kesselschlacht unbekannt Flugabwehrgeschütz Transportschiff Panzerkampfwagen II Ju 88 Schlacht um Kiew Schokolade Wasserflugzeug Panzerkampfwagen IV Luftangriff Russischer Kriegsgefangener Drittes Reich Kampfeinsatz Fahrzeugkolonne Panzerabwehrkanone Sturmgeschütz	True	True
579	1941	579_1941	1950.0	24.0	46818.0	Die Deutsche Wochenschau Nr. 579 / 1941	https://digitaler-lesesaal.bundesarchiv.de/video/5361	Kartoffelpuffer Panzer Russlandfeldzug / 1941-1945 Granatwerfer Flugabwehrartillerie Juden Rüstung Kavallerie Armeepferd Artillerie Infanterie Ju 88 Kriegsgefangenschaft Geleitzug Zweiter Weltkrieg Zerstörer Unterseeboot Luftangriff Tierarzt Infanteriegeschütz Atlantikkrieg / 1940-1945 Sprengstoff Militär Flak 8,8 cm Panzerabwehrkanone	True	True
580	1941	580_1941	1868.0	24.0	44836.0	Die Deutsche Wochenschau Nr. 580 / 1941	https://digitaler-lesesaal.bundesarchiv.de/video/8677	Russlandfeldzug / 1941-1945 Panzer Flugabwehrartillerie Artillerie Pionier / Militär unbekannt Siegessäule Infanterie Amphibische Operation Ju 87 Flammenwerfer Eisenbahnpionier Häuserkampf Schlauchboot Kriegsgefangenschaft HS 123 Geleitzug Zweiter Weltkrieg Panzerkampfwagen 38 Verwundung Luftkrieg Zerstörer Unterseeboot Bf 109 Infanteriegeschütz Militär Flak 8,8 cm Maschinengewehr Panzerabwehrkanone	True	True
581	1941	581_1941				Die Deutsche Wochenschau Nr. 581 / 1941	https://digitaler-lesesaal.bundesarchiv.de/video/5363	Geleitzug Zweiter Weltkrieg Panzerkampfwagen 38 Panzer Russlandfeldzug / 1941-1945 Flugabwehrartillerie Ritterkreuzträger Panzerkampfwagen IV Artillerie Luftangriff Eisenbahngeschütz unbekannt Militär Flak 8,8 cm Infanterie Ju 87 Panzerkampfwagen II Maschinengewehr Panzerabwehrkanone Kriegsgefangenschaft	False	True
582	1941	582_1941				Die Deutsche Wochenschau Nr. 582 / 1941	https://digitaler-lesesaal.bundesarchiv.de/video/5364	Zweiter Weltkrieg Tagebau Führerhauptquartier Kohlenbergbau	False	True
583	1941	583_1941	1856.0	25.0	46424.0	Die Deutsche Wochenschau Nr. 583 / 1941	https://digitaler-lesesaal.bundesarchiv.de/video/5365	Russlandfeldzug / 1941-1945 Kriegsbeute Panzer Flugabwehrartillerie Artillerie SdKfz 251 Fieseler-Storch Sturzkampfflugzeug Propagandakompanie Schützengraben unbekannt Infanterie Führerhauptquartier Leningrader Blockade Sanitätsdienst Ju 87 Kriegsgefangenschaft Zweiter Weltkrieg Panzerkampfwagen IV Verwundung Luftangriff Bf 109 KV-2 Handgranate Militär Flak 8,8 cm Schlacht um Moskau Maschinengewehr Panzerabwehrkanone Sturmgeschütz	True	True
584	1941	584_1941	1880.0	24.0	45138.0	Die Deutsche Wochenschau Nr. 584 / 1941	https://digitaler-lesesaal.bundesarchiv.de/video/5366	Russlandfeldzug / 1941-1945 Panzer Kriegsgefangenenrecht Seemine Flugabwehrartillerie Artillerie Flugabwehr Propagandakompanie unbekannt Bf 110 Flugabwehrgeschütz Infanterie Amphibische Operation Ju 87 Panzerkampfwagen II Ju 88 Fischfang Kriegsgefangenschaft Zweiter Weltkrieg Logistik Schokolade Staudamm Zwangsarbeit Panzerkampfwagen IV Verwundung Luftangriff Blutspende Kranzniederlegung Militär Propaganda Sturmgeschütz	True	True
585	1941	585_1941				Die Deutsche Wochenschau Nr. 585 / 1941	https://digitaler-lesesaal.bundesarchiv.de/video/5367	Panzer Russlandfeldzug / 1941-1945 Fliegen / Unterordnung Flugabwehrartillerie Artillerie Torpedoboot Tarnung Fieseler-Storch Panzerzug Winter Kriegsgefangener Infanterie Leningrader Blockade Eisenbahnpionier Kriegsgefangenschaft Geleitzug Zweiter Weltkrieg Afrikafeldzug / 1940-1943 Ritterkreuzträger Brücke Zerstörer Luftangriff Siegesparade Feldbefestigung Atlantikkrieg / 1940-1945 Seekrieg Militär Ju 52/3m Propaganda Schlacht um Moskau	False	True
586	1941	586_1941	1710.0	25.0	42751.0	Die Deutsche Wochenschau Nr. 586 / 1941	https://digitaler-lesesaal.bundesarchiv.de/video/5368	Russlandfeldzug / 1941-1945 Panzer Flugabwehrartillerie Artillerie SdKfz 251 Sturzkampfflugzeug Panzerzug Winter Infanterie Führerhauptquartier Ju 87 Kriegsgefangenschaft Zweiter Weltkrieg Leichenzug Logistik Staatsbegräbnis Zwangsarbeit Panzerkampfwagen IV Zerstörer Ark Royal / Schiff, 1938-1941 Luftangriff Militär Bestattung Ren Schlacht um Moskau Maschinengewehr Panzerabwehrkanone	True	True
587	1941	587_1941				Die Deutsche Wochenschau Nr. 587 / 1941	https://digitaler-lesesaal.bundesarchiv.de/video/5369	Geleitzug Zweiter Weltkrieg Russlandfeldzug / 1941-1945 Panzer Afrikafeldzug / 1940-1943 Logistik Flugabwehrartillerie Staatsbegräbnis Ritterkreuzträger Zwangsarbeit Panzerkampfwagen IV Artillerie Blockbau Militär Flak 8,8 cm Infanterie Leningrader Blockade Maschinengewehr Kriegsgefangenschaft Feldpost	False	True
588	1941	588_1941				Die Deutsche Wochenschau Nr. 588 / 1941	https://digitaler-lesesaal.bundesarchiv.de/video/5370	U 81 / Schiff Fernmeldetechnik Zweiter Weltkrieg Maskottchen Landmine Panzerkampfwagen 38 Russlandfeldzug / 1941-1945 Sauna Ritterkreuzträger Zwangsarbeit Panzerkampfwagen IV Unterseeboot Luftkampf Bf 109 unbekannt Flak 8,8 cm Führerhauptquartier Ju 87 Flammenwerfer Kriegsgefangenschaft Feldpost	False	True
589	1941	589_1941	2159.0	24.0	51825.0	Die Deutsche Wochenschau Nr. 589 / 1941	https://digitaler-lesesaal.bundesarchiv.de/video/5371	Schlachtschiff Jagdgeschwader Generalfeldmarschall Russlandfeldzug / 1941-1945 Panzer Seemine Granatwerfer Weihnachten Artillerie Pionier / Militär Panzerzug Infanterie Führerhauptquartier Holzschnitzerei Kriegsgefangenschaft Feldpost Weihnachtsbaum Zweiter Weltkrieg Jagdflugzeug Schokolade Pazifikkrieg / 1941-1945 Luftkrieg Unterseeboot Verwundung Bf 109 Minensuchboot Militär Flak 8,8 cm Sperrballon	True	True
590	1941	590_1941				Die Deutsche Wochenschau Nr. 590 / 1941	https://digitaler-lesesaal.bundesarchiv.de/video/5450	Staatsbegräbnis	False	True
591	1942	591_1942	1632.0	24.0	39190.0	Die Deutsche Wochenschau Nr. 591 / 1942	https://digitaler-lesesaal.bundesarchiv.de/video/5451	Nachrichtentechnik Russlandfeldzug / 1941-1945 Panzer Kradschützentruppe Heimatfront Vorpostenboot Rüstung Kriegszerstörung Artillerie Funker Schiffsartillerie Sturzkampfflugzeug Marine unbekannt Ostfront Bf 110 Flugabwehrgeschütz Ferngeschütz Schmelzofen Spende Ju 87 Kampfflugzeug Zweiter Weltkrieg Kriegshafen Pazifikkrieg / 1941-1945 Luftkrieg Unterseeboot Bordwaffe Munition Bombenflugzeug Bombe Minensuchboot Gewehr Militär Ju 52/3m Schnellboot Bordschütze Schlachtschiff Pferdewagen Geschütz Granatwerfer Kriegsschiff Do 17 Norwegenfeldzug Küstenartillerie Metall Weserübung Soldat Spendensammlung Jagdflugzeug Afrikafeldzug / 1940-1943 Luftwaffe Überfall auf Pearl Harbor Zerstörer He 111 Radfahrtruppe Zerstörer / Flugzeug Cockpit Seekrieg Rüstungsindustrie Propaganda Stosstrupp	True	True
592	1942	592_1942	1747.0	24.0	41948.0	Die Deutsche Wochenschau Nr. 592 / 1942	https://digitaler-lesesaal.bundesarchiv.de/video/5452	Nachschub Detonation Russlandfeldzug / 1941-1945 Panzer Fortsetzungskrieg Eroberung von Sewastopol Schlitten Kriegszerstörung Pelzware Artillerie Kriegsbeschädigter Sturzkampfflugzeug Winter Kriegsgefangener unbekannt Ostfront Werkstatt Infanterie Leningrader Blockade Ju 87 Ju 88 Kampfflugzeug Volksgemeinschaft Zweiter Weltkrieg Berufliche Wiedereingliederung Verwundung Luftkrieg Bombenflugzeug Bombe Kamera Gewehr Militär Transport Flugplatz Pferdewagen Geschütz Umschulung Armeepferd Schnee Soldat Spendensammlung Luftaufklärung HS 126 Luftwaffe Güterzug Luftangriff Ski Aufklärungsflugzeug Handfeuerwaffe Russischer Kriegsgefangener Granate Propaganda Maschinengewehr	True	True
